Время. с;Лобовая часть;Обмотка;Зубцы;Зазор;Вал ;Корпус
0;35;35;35;35;35;35
1;35.02163;35.022938;35.286755;35.001083;34.994;34.999836
2;35.044914;35.04429;35.17326;35.00054;34.981316;34.99935
3;35.068195;35.06624;34.953087;34.9984;34.973267;34.99907
4;35.091476;35.090347;34.85015;34.995964;34.965164;34.999172
5;35.114758;35.11939;34.91241;34.995377;34.96187;34.9996
6;35.13805;35.152576;35.123478;34.996174;34.9684;35.000336
7;35.16135;35.18273;35.36781;34.998592;34.98285;35.001045
8;35.184658;35.215157;35.281387;35.00065;34.993607;35.00193
9;35.207977;35.247868;35.46198;35.00387;35.00619;35.00264
10;35.231308;35.281685;35.437588;35.007168;35.02991;35.003742
11;35.25465;35.312145;35.528984;35.01148;35.05213;35.00471
12;35.278;35.34204;35.483578;35.015026;35.075386;35.00549
13;35.301353;35.368427;35.879925;35.016876;35.102615;35.00644
14;35.32471;35.388744;36.18679;35.018177;35.129997;35.007145
15;35.34806;35.41081;36.418934;35.020424;35.158558;35.00802
16;35.371414;35.438667;36.517204;35.024067;35.1941;35.00936
17;35.394775;35.470116;36.431656;35.02833;35.235516;35.011013
18;35.418144;35.500584;36.40192;35.033676;35.274345;35.01253
19;35.44152;35.537148;36.34645;35.03851;35.314487;35.01445
20;35.464916;35.575836;36.42994;35.044636;35.35491;35.016445
21;35.488327;35.61437;36.350403;35.051815;35.391068;35.018154
22;35.511753;35.64726;36.341072;35.05893;35.423496;35.019196
23;35.535187;35.675747;36.07851;35.06398;35.452274;35.0201
24;35.558624;35.707333;35.991802;35.067978;35.47607;35.02122
25;35.582077;35.74169;36.282158;35.071407;35.501766;35.022552
26;35.605537;35.77601;36.753666;35.0763;35.52738;35.02391
27;35.629013;35.813503;36.612484;35.080635;35.548336;35.025307
28;35.652504;35.85046;36.648556;35.085197;35.56455;35.0264
29;35.67601;35.885685;36.516422;35.090134;35.588917;35.027637
30;35.699528;35.920673;36.710907;35.095955;35.616985;35.02894
31;35.72306;35.950306;36.89482;35.1032;35.644608;35.02969
32;35.746593;35.977596;37.145565;35.111115;35.672943;35.030293
33;35.770134;36.005024;37.24698;35.119522;35.69533;35.030727
34;35.793674;36.032337;36.95797;35.12799;35.721462;35.031216
35;35.817223;36.061234;37.02781;35.13573;35.74265;35.031654
36;35.84078;36.088966;36.98223;35.142555;35.763298;35.032127
37;35.864338;36.122982;36.67969;35.149982;35.786503;35.033085
38;35.88791;36.156002;36.90469;35.1588;35.808716;35.033806
39;35.91149;36.18688;36.848232;35.168015;35.83222;35.0342
40;35.935078;36.21334;36.61013;35.176113;35.855427;35.034496
41;35.958668;36.2385;36.659843;35.18379;35.871956;35.034668
42;35.98226;36.26321;36.67791;35.191402;35.884697;35.034576
43;36.005856;36.28828;36.693375;35.19856;35.900978;35.03464
44;36.02945;36.310425;36.81479;35.206013;35.91547;35.03441
45;36.05304;36.325947;36.54095;35.215683;35.937527;35.033897
46;36.076622;36.3429;36.76361;35.224857;35.96243;35.033577
47;36.100193;36.358532;36.73196;35.233696;35.9869;35.033188
48;36.12376;36.37428;36.62702;35.241844;36.016747;35.032963
49;36.147316;36.386105;36.61714;35.250237;36.047333;35.032677
50;36.170856;36.396744;36.805454;35.25865;36.084225;35.032475
51;36.194386;36.40804;36.819134;35.266853;36.11905;35.03232
52;36.2179;36.418407;36.506298;35.273838;36.150036;35.032047
53;36.241398;36.430595;36.55305;35.278202;36.16675;35.031754
54;36.264885;36.447662;36.495605;35.28102;36.168365;35.031403
55;36.28837;36.466446;36.572807;35.28445;36.159935;35.030674
56;36.311844;36.48341;36.3522;35.288193;36.148808;35.02971
57;36.335316;36.50216;36.467354;35.292126;36.13515;35.028713
58;36.35878;36.523254;36.545475;35.295994;36.122196;35.027836
59;36.382244;36.546806;36.524757;35.298576;36.10722;35.02724
60;36.40571;36.573795;36.355984;35.300594;36.08917;35.02674
61;36.42918;36.597095;36.22264;35.302387;36.068146;35.025818
62;36.452644;36.61571;36.26007;35.303295;36.039272;35.024532
63;36.476105;36.632847;35.92482;35.30243;36.004185;35.023075
64;36.499557;36.64821;36.07391;35.302433;35.968052;35.021374
65;36.523;36.660816;36.00022;35.302395;35.9381;35.019653
66;36.54643;36.67405;35.94361;35.30242;35.912617;35.018238
67;36.56985;36.690983;35.98105;35.3017;35.891354;35.017242
68;36.593266;36.707005;36.144848;35.301155;35.864475;35.016052
69;36.61667;36.721462;36.38889;35.299862;35.83533;35.0146
70;36.64006;36.733845;36.55632;35.297653;35.808247;35.01326
71;36.663445;36.74853;36.579056;35.294792;35.789764;35.012383
72;36.686817;36.769634;36.63893;35.291645;35.780464;35.012386
73;36.710194;36.795742;36.912746;35.288666;35.782883;35.01318
74;36.73357;36.82561;36.977535;35.285706;35.789692;35.01423
75;36.756954;36.850277;36.709034;35.282402;35.789898;35.014915
76;36.780342;36.876526;36.796352;35.281048;35.79277;35.015648
77;36.80373;36.90341;36.96691;35.280357;35.789227;35.01602
78;36.82712;36.926205;37.01532;35.2804;35.792416;35.016247
79;36.850513;36.950638;36.720715;35.280964;35.798603;35.016705
80;36.87391;36.975212;36.720043;35.281105;35.798225;35.016922
81;36.8973;36.99338;36.666;35.28125;35.796864;35.016666
82;36.920685;37.007835;36.525608;35.282967;35.79794;35.01619
83;36.94406;37.023518;36.698963;35.2853;35.79979;35.015682
84;36.967426;37.034584;36.954193;35.28828;35.80003;35.01488
85;36.99078;37.050404;37.209515;35.2907;35.795494;35.01416
86;37.014126;37.061817;37.35631;35.29295;35.79255;35.01317
87;37.037457;37.072247;37.155666;35.295628;35.792736;35.012264
88;37.060772;37.083935;37.00837;35.298622;35.795174;35.0116
89;37.084076;37.101387;37.122246;35.302193;35.79879;35.011215
90;37.10738;37.12485;37.102097;35.30706;35.81159;35.01145
91;37.13068;37.150635;37.221355;35.312195;35.822166;35.01169
92;37.153988;37.17854;37.220688;35.316345;35.827255;35.011906
93;37.1773;37.205856;37.12871;35.32002;35.83645;35.01225
94;37.20061;37.226936;37.26054;35.32177;35.84374;35.01212
95;37.22392;37.240078;36.99059;35.322403;35.863914;35.012184
96;37.247215;37.251;36.84001;35.322872;35.885002;35.012386
97;37.270496;37.258904;36.64313;35.324665;35.91004;35.012356
98;37.293762;37.268215;36.696896;35.327133;35.930817;35.012245
99;37.317013;37.285934;36.603592;35.33047;35.9592;35.012836
100;37.34026;37.30358;36.98616;35.333202;35.98492;35.01336
101;37.3635;37.323452;36.953537;35.336105;36.006233;35.01395
102;37.386738;37.349335;36.896957;35.339092;36.02769;35.014847
103;37.40998;37.37403;36.8941;35.341164;36.04472;35.015522
104;37.433224;37.39357;37.013107;35.34197;36.055576;35.015766
105;37.45646;37.41305;37.010235;35.342335;36.06462;35.016014
106;37.479694;37.431396;36.928204;35.342487;36.06953;35.016125
107;37.502922;37.45189;36.907215;35.340015;36.06458;35.01614
108;37.526146;37.47224;36.85194;35.33791;36.0628;35.016357
109;37.549366;37.494934;36.56784;35.33463;36.061314;35.01678
110;37.57259;37.51939;36.39106;35.332283;36.068554;35.01759
111;37.595814;37.542717;36.270977;35.3314;36.07963;35.01835
112;37.619038;37.566727;35.88132;35.33136;36.089638;35.01897
113;37.64226;37.589386;35.67039;35.330814;36.098457;35.019466
114;37.665485;37.608196;35.692474;35.331295;36.111748;35.019855
115;37.6887;37.63048;35.62088;35.332687;36.1265;35.020466
116;37.71192;37.64973;35.36545;35.33462;36.139915;35.020657
117;37.735134;37.669422;35.1143;35.335964;36.15342;35.02102
118;37.758343;37.689297;35.727768;35.3362;36.16482;35.021324
119;37.781548;37.710773;35.865055;35.334923;36.178234;35.02196
120;37.80475;37.731655;36.1372;35.33279;36.185703;35.022636
121;37.82795;37.75399;36.35084;35.32985;36.18649;35.02308
122;37.85115;37.774773;36.602013;35.326447;36.183956;35.02345
123;37.874348;37.793156;36.455463;35.324047;36.17608;35.023426
124;37.897537;37.81274;36.21428;35.32214;36.164463;35.023228
125;37.920727;37.83162;36.238796;35.31993;36.150135;35.02288
126;37.94391;37.851727;36.3463;35.319424;36.130848;35.022385
127;37.967087;37.8677;36.32566;35.31867;36.11134;35.021427
128;37.990253;37.88304;36.20925;35.317818;36.087643;35.020443
129;38.013416;37.898865;36.160545;35.317654;36.062172;35.01927
130;38.03657;37.917572;35.987076;35.31848;36.03642;35.01829
131;38.059723;37.939266;35.710197;35.320156;36.01257;35.017376
132;38.08287;37.962395;35.68967;35.323;35.992855;35.016624
133;38.10602;37.99009;35.539307;35.325195;35.972652;35.016144
134;38.129177;38.02358;36.048237;35.32786;35.949944;35.015984
135;38.15235;38.06096;35.92799;35.330975;35.922855;35.01587
136;38.175537;38.099846;35.988873;35.334976;35.905693;35.015934
137;38.198742;38.136944;36.06346;35.339252;35.896397;35.01619
138;38.221962;38.171364;35.8057;35.34324;35.884792;35.01627
139;38.24519;38.20561;35.779556;35.346043;35.865818;35.016243
140;38.268436;38.245457;35.86347;35.349022;35.845196;35.01653
141;38.2917;38.28573;36.08753;35.352726;35.823887;35.016666
142;38.31498;38.32367;35.80144;35.35676;35.806644;35.016678
143;38.338276;38.359867;35.85328;35.35996;35.78341;35.016605
144;38.361588;38.394257;35.830364;35.36284;35.762188;35.01636
145;38.384907;38.423218;35.911636;35.366673;35.748566;35.015938
146;38.408234;38.45303;36.138767;35.369774;35.736027;35.015846
147;38.431572;38.486088;35.908024;35.372807;35.720573;35.01589
148;38.454918;38.517563;36.189022;35.376556;35.708847;35.015816
149;38.47827;38.548836;36.19769;35.378307;35.69159;35.015602
150;38.501633;38.575996;36.075096;35.381493;35.687363;35.015594
151;38.524998;38.596897;35.99074;35.38487;35.677063;35.0149
152;38.548355;38.613953;35.7843;35.387947;35.666073;35.01408
153;38.57171;38.635468;35.826084;35.391453;35.66205;35.013718
154;38.595062;38.658493;35.80722;35.3972;35.671288;35.01368
155;38.618416;38.683346;35.874073;35.405174;35.680916;35.013626
156;38.64177;38.708813;36.03458;35.414017;35.703697;35.01394
157;38.665127;38.734894;36.080364;35.42299;35.728306;35.014313
158;38.688488;38.761314;35.87142;35.43213;35.753696;35.014812
159;38.711853;38.785946;35.718628;35.439827;35.772533;35.01505
160;38.735218;38.814793;35.87939;35.44668;35.793827;35.015705
161;38.75859;38.844944;35.84259;35.451805;35.809372;35.016483
162;38.78197;38.87061;35.665695;35.457657;35.811195;35.016476
163;38.80535;38.899426;35.86944;35.462963;35.807774;35.01649
164;38.828743;38.929398;35.65128;35.465866;35.801605;35.016495
165;38.852135;38.95677;35.571526;35.46767;35.79611;35.016586
166;38.875538;38.98658;35.500866;35.46832;35.783497;35.016785
167;38.89894;39.0135;35.71034;35.468292;35.77309;35.016777
168;38.92235;39.034203;35.619545;35.469097;35.766224;35.01648
169;38.94575;39.049114;35.6531;35.469795;35.77021;35.016174
170;38.969147;39.061573;35.498978;35.470917;35.78207;35.016087
171;38.992527;39.077877;35.740158;35.47284;35.79615;35.016323
172;39.0159;39.095634;35.89506;35.474407;35.81488;35.016727
173;39.03927;39.116016;36.02977;35.475563;35.83407;35.017437
174;39.062634;39.131947;35.976322;35.476746;35.849182;35.017727
175;39.08599;39.14378;35.7092;35.4786;35.864456;35.017605
176;39.10933;39.15307;35.830776;35.4812;35.882313;35.017456
177;39.13266;39.16775;35.98284;35.484386;35.898945;35.017563
178;39.155975;39.18139;35.773685;35.48763;35.916107;35.017567
179;39.179283;39.19946;35.886417;35.488457;35.931187;35.017998
180;39.202587;39.21811;35.923347;35.48962;35.94494;35.018353
181;39.225883;39.232887;35.9789;35.489967;35.949135;35.018257
182;39.24917;39.24489;35.976902;35.4903;35.948296;35.017887
183;39.272446;39.2685;36.094215;35.4902;35.93719;35.01804
184;39.295723;39.29425;36.29121;35.490997;35.926517;35.01796
185;39.319004;39.319492;36.003223;35.491905;35.92089;35.018055
186;39.34229;39.34055;35.90589;35.49256;35.915783;35.01794
187;39.365566;39.3608;35.98293;35.494576;35.913166;35.017784
188;39.388844;39.384136;35.86078;35.497025;35.9128;35.017845
189;39.41212;39.40646;35.865005;35.497818;35.90496;35.017696
190;39.435394;39.42443;36.072887;35.499226;35.891308;35.01701
191;39.458664;39.439346;36.252357;35.502693;35.885406;35.016174
192;39.48192;39.451267;36.0425;35.508305;35.88722;35.015297
193;39.505165;39.462532;36.562206;35.51253;35.881046;35.014202
194;39.528397;39.474346;36.596855;35.51662;35.873077;35.013058
195;39.551613;39.48467;36.569748;35.518696;35.853592;35.011665
196;39.574818;39.49636;36.719303;35.52016;35.834373;35.010242
197;39.59801;39.509136;36.943928;35.520187;35.819706;35.009365
198;39.62119;39.52228;37.017128;35.52048;35.80059;35.00828
199;39.64436;39.534645;36.908268;35.520473;35.787796;35.007412
200;39.66752;39.5494;36.83857;35.52164;35.790813;35.00714
201;39.690666;39.564552;36.92582;35.522514;35.79529;35.007004
202;39.713806;39.581112;37.11315;35.521618;35.789005;35.00687
203;39.736942;39.600883;37.072956;35.519382;35.778534;35.006725
204;39.76007;39.61724;37.04712;35.51578;35.765366;35.006527
205;39.78319;39.63551;37.177593;35.51168;35.752274;35.006336
206;39.80631;39.647987;37.264736;35.50699;35.743393;35.00616
207;39.829414;39.663765;37.228195;35.503944;35.735317;35.006138
208;39.85251;39.67729;37.193134;35.50269;35.730045;35.00585
209;39.875595;39.69811;37.31195;35.503212;35.723915;35.005978
210;39.898685;39.72458;37.383453;35.50289;35.715282;35.00622
211;39.921776;39.75158;37.176426;35.502563;35.70873;35.00653
212;39.94487;39.77391;37.490818;35.50113;35.699932;35.006565
213;39.967964;39.7946;37.578552;35.49934;35.689022;35.00648
214;39.99105;39.813824;37.697964;35.498875;35.679085;35.006344
215;40.014137;39.8308;37.585716;35.498684;35.666416;35.005867
216;40.037216;39.8494;37.273746;35.496162;35.645657;35.005333
217;40.060287;39.86765;37.361706;35.491756;35.622704;35.004864
218;40.083355;39.88123;37.418865;35.48837;35.611008;35.004482
219;40.10641;39.900356;37.642517;35.4851;35.598644;35.004574
220;40.129463;39.923004;37.616905;35.482357;35.584377;35.004757
221;40.15252;39.944763;37.248928;35.48013;35.570107;35.00466
222;40.17557;39.966457;37.415363;35.477985;35.556366;35.00464
223;40.19862;39.98653;37.56207;35.47631;35.543095;35.004475
224;40.22167;40.002945;37.535126;35.475826;35.527805;35.00392
225;40.244705;40.02252;37.842476;35.47754;35.51915;35.003574
226;40.267742;40.04232;37.76798;35.4785;35.50707;35.0033
227;40.290775;40.066357;37.623116;35.478565;35.493267;35.003075
228;40.313812;40.087635;37.71427;35.478283;35.4801;35.00281
229;40.33684;40.10887;37.641857;35.47894;35.46305;35.00248
230;40.359875;40.135235;37.76018;35.479218;35.437405;35.00217
231;40.382908;40.160404;37.742397;35.48024;35.410046;35.00153
232;40.40595;40.18575;37.863995;35.480556;35.38148;35.000904
233;40.428986;40.20945;38.093006;35.481773;35.3559;35.000244
234;40.452026;40.234123;38.354225;35.481804;35.321846;34.999447
235;40.475067;40.25742;38.39611;35.481823;35.2862;34.998623
236;40.49811;40.28223;38.313408;35.483326;35.246265;34.99744
237;40.521156;40.30727;38.130726;35.486412;35.2145;34.996494
238;40.544205;40.33923;37.996532;35.488617;35.191048;34.99621
239;40.567265;40.36807;37.856125;35.491814;35.17293;34.995964
240;40.59033;40.400925;37.70625;35.49578;35.152584;34.995808
241;40.613407;40.432518;37.846962;35.500637;35.14022;34.99572
242;40.636494;40.466335;38.214344;35.505146;35.13383;34.995956
243;40.65959;40.49586;38.33882;35.50813;35.1276;34.996166
244;40.682693;40.52635;38.396183;35.51043;35.121197;34.996456
245;40.705807;40.556858;38.480915;35.512314;35.123707;34.997154
246;40.728928;40.591373;38.43587;35.515003;35.12922;34.998188
247;40.752064;40.62278;38.341415;35.51681;35.129707;34.998886
248;40.775204;40.650578;38.142765;35.516617;35.12351;34.999302
249;40.798347;40.67365;38.19553;35.515976;35.117397;34.999424
250;40.82149;40.69417;38.02231;35.51717;35.11801;34.999573
251;40.84463;40.712772;38.096233;35.517;35.117477;34.999622
252;40.867767;40.73234;37.871445;35.516212;35.108868;34.999718
253;40.8909;40.756626;37.967873;35.516827;35.097927;34.999878
254;40.914036;40.78377;37.947227;35.517643;35.080505;34.99974
255;40.937176;40.8043;37.816772;35.51935;35.066906;34.9992
256;40.960308;40.818756;38.0428;35.52146;35.0553;34.998386
257;40.98343;40.83392;37.781567;35.52308;35.041004;34.997574
258;41.006546;40.846684;37.816185;35.524395;35.019493;34.996437
259;41.029648;40.865005;38.106247;35.526943;34.996727;34.99561
260;41.05275;40.889355;38.019524;35.529675;34.982685;34.995243
261;41.07585;40.918243;38.059532;35.532806;34.96665;34.9951
262;41.09896;40.94525;37.789574;35.535522;34.956764;34.995007
263;41.122078;40.971344;38.14258;35.537663;34.93903;34.994762
264;41.145195;40.99612;38.19419;35.539215;34.920208;34.994343
265;41.168312;41.019894;38.255203;35.54135;34.905308;34.994026
266;41.19143;41.046886;38.136784;35.544796;34.897285;34.994087
267;41.214554;41.075348;37.79256;35.550587;34.89526;34.994205
268;41.237686;41.10572;38.001812;35.55759;34.899456;34.994396
269;41.260826;41.13553;37.91752;35.564564;34.909145;34.994843
270;41.28397;41.162502;37.893208;35.570686;34.916176;34.99509
271;41.30712;41.193363;37.95498;35.575752;34.92392;34.995766
272;41.33028;41.225296;38.037933;35.581512;34.92663;34.99634
273;41.35345;41.259464;38.097332;35.587154;34.92927;34.996895
274;41.376633;41.290596;38.150997;35.59283;34.940285;34.997562
275;41.399826;41.323345;38.232643;35.5986;34.949562;34.998394
276;41.423027;41.357307;38.31949;35.603466;34.95213;34.99913
277;41.44624;41.386948;38.645493;35.607143;34.94217;34.999264
278;41.46946;41.417114;38.884098;35.610622;34.932293;34.999355
279;41.492687;41.44875;38.63027;35.614506;34.923626;34.999577
280;41.51592;41.472237;38.445293;35.619354;34.921127;34.999466
281;41.539154;41.498333;38.28437;35.624184;34.909763;34.999252
282;41.562393;41.52252;37.91585;35.62909;34.895874;34.998756
283;41.585632;41.554123;38.107456;35.63368;34.884018;34.998844
284;41.608887;41.58628;38.369614;35.63825;34.87986;34.999084
285;41.632145;41.61941;38.52709;35.642815;34.88199;34.99979
286;41.65542;41.65149;38.643208;35.646023;34.885048;35.000458
287;41.6787;41.683426;38.774326;35.648956;34.88934;35.00139
288;41.70199;41.716606;38.801838;35.65286;34.893833;35.002262
289;41.725292;41.748066;38.828;35.657696;34.89577;35.002895
290;41.7486;41.777992;38.898834;35.662704;34.899883;35.003376
291;41.77192;41.807602;39.005306;35.668243;34.913;35.004097
292;41.795242;41.838936;39.104046;35.674294;34.932648;35.005196
293;41.818573;41.866188;38.98872;35.680187;34.94169;35.00572
294;41.84191;41.890068;38.811264;35.68486;34.943676;35.005775
295;41.865246;41.91404;39.080994;35.69011;34.94401;35.005848
296;41.88858;41.94076;38.818005;35.696495;34.948986;35.006157
297;41.911922;41.968433;38.911053;35.70482;34.955803;35.006344
298;41.93527;41.994194;38.901447;35.713383;34.9587;35.006245
299;41.95862;42.018322;38.87982;35.72284;34.95726;35.00581
300;41.981968;42.0423;38.80502;35.731915;34.95011;35.005173
301;42.005314;42.062077;38.76837;35.741745;34.935356;35.003986
302;42.02866;42.08127;38.667595;35.75279;34.9175;35.002384
303;42.051994;42.094036;38.73962;35.76435;34.906425;35.000465
304;42.07532;42.102413;38.52806;35.77346;34.894493;34.998444
305;42.098625;42.110188;38.388847;35.78179;34.88616;34.996754
306;42.121918;42.121166;38.372494;35.791336;34.88231;34.995365
307;42.145195;42.12942;38.50509;35.80113;34.88504;34.99384
308;42.168453;42.136707;38.540142;35.811275;34.89353;34.99262
309;42.191696;42.14579;38.42946;35.820988;34.889416;34.991062
310;42.214924;42.152706;38.468086;35.830914;34.89097;34.989468
311;42.238132;42.163242;38.442482;35.839954;34.901394;34.988564
312;42.26133;42.181587;38.495594;35.848488;34.903316;34.98804
313;42.284523;42.202286;38.549953;35.858635;34.90863;34.987564
314;42.307713;42.22033;38.668938;35.86854;34.915787;34.986847
315;42.3309;42.236507;38.673435;35.87813;34.92137;34.986088
316;42.354073;42.252712;38.951885;35.88733;34.92117;34.98516
317;42.377243;42.271626;38.897427;35.897015;34.931137;34.98476
318;42.40041;42.29228;38.629562;35.90616;34.935596;34.984283
319;42.42357;42.3128;38.975464;35.91662;34.936188;34.983658
320;42.44673;42.330807;39.0147;35.927895;34.943184;34.982777
321;42.469883;42.34719;39.54281;35.938187;34.949368;34.98197
322;42.493027;42.362846;39.560787;35.947872;34.957737;34.98115
323;42.516163;42.378647;39.31665;35.957787;34.9739;34.98078
324;42.53929;42.397514;39.40781;35.967594;34.985855;34.980507
326;42.585537;42.434513;39.311195;35.985306;34.9911;34.979942
327;42.608654;42.457947;39.414978;35.993782;34.988167;34.979347
328;42.63177;42.484436;39.456955;36.002712;34.979843;34.978905
329;42.654892;42.51416;39.71665;36.012684;34.973953;34.978485
330;42.678024;42.545677;39.928127;36.023224;34.964466;34.978184
331;42.701164;42.584766;39.68007;36.033512;34.95213;34.97791
332;42.724327;42.62568;39.757675;36.043087;34.938236;34.97793
333;42.747505;42.664665;39.827442;36.052383;34.920242;34.97806
334;42.770702;42.69975;39.808582;36.062294;34.894676;34.977898
335;42.79391;42.73191;39.715286;36.0716;34.866425;34.977226
336;42.817127;42.761047;39.826817;36.082073;34.841434;34.976273
337;42.840347;42.790287;39.70168;36.09272;34.811382;34.975132
338;42.86358;42.816612;39.615273;36.102695;34.768883;34.973896
339;42.88681;42.841625;39.65473;36.113007;34.73078;34.971985
340;42.91004;42.8665;39.69073;36.12377;34.700684;34.970104
341;42.933277;42.885582;39.51919;36.133602;34.667336;34.968334
342;42.956505;42.907013;39.492737;36.143997;34.63224;34.966362
343;42.979733;42.92375;39.192463;36.154858;34.601723;34.96441
344;43.00295;42.939316;39.169247;36.165577;34.582703;34.96218
345;43.026157;42.952045;39.16267;36.17615;34.56654;34.96023
346;43.049355;42.96666;39.303883;36.18663;34.560123;34.95832
347;43.072544;42.98704;39.451347;36.197395;34.558838;34.95692
348;43.095734;43.012283;39.33852;36.209778;34.570595;34.9561
349;43.118927;43.03705;39.295017;36.22064;34.582153;34.955917
350;43.142117;43.059204;39.40076;36.230915;34.594135;34.95569
351;43.16531;43.080208;39.16619;36.241558;34.614094;34.95548
352;43.188496;43.102848;38.756252;36.252186;34.644573;34.95539
353;43.211685;43.123238;38.98473;36.26194;34.675873;34.955814
354;43.234867;43.142555;38.941143;36.27197;34.707417;34.956253
355;43.258045;43.15777;39.090816;36.280567;34.73497;34.95663
356;43.281216;43.177452;38.97705;36.28753;34.759014;34.956753
357;43.304386;43.19766;39.09347;36.293068;34.784504;34.95721
358;43.327545;43.214714;39.283043;36.29894;34.804337;34.957783
359;43.350704;43.23323;39.299145;36.306087;34.82464;34.95812
360;43.373856;43.251213;39.3396;36.313023;34.849247;34.958447
361;43.396996;43.262486;39.493706;36.319542;34.874306;34.95867
362;43.420128;43.27425;39.226112;36.326572;34.912163;34.958664
363;43.443245;43.282528;39.323704;36.333157;34.953506;34.959084
364;43.466343;43.288223;39.467705;36.33978;34.99294;34.959362
365;43.48942;43.296936;39.488033;36.345722;35.023766;34.95969
366;43.51249;43.307117;39.246826;36.35059;35.050484;34.959824
367;43.53554;43.320404;39.283455;36.35612;35.083015;34.960052
368;43.558582;43.33594;39.291332;36.3608;35.11554;34.960632
369;43.581615;43.346054;39.47826;36.365448;35.14277;34.961365
370;43.60463;43.35111;39.131405;36.370968;35.17604;34.96154
371;43.62763;43.364853;39.029385;36.377087;35.21123;34.961647
372;43.65062;43.383747;39.414307;36.38173;35.247852;34.96237
373;43.673607;43.400467;39.13481;36.385513;35.27628;34.963413
374;43.696587;43.41923;38.96005;36.38793;35.297024;34.964287
375;43.719563;43.437023;38.969807;36.39029;35.313175;34.96501
376;43.74253;43.46079;38.937225;36.392315;35.32314;34.965717
377;43.765503;43.48344;38.848152;36.393627;35.33232;34.966557
378;43.788475;43.50329;38.77876;36.395138;35.342472;34.96711
379;43.81144;43.52488;38.82021;36.395473;35.34917;34.967667
380;43.834404;43.544907;38.82634;36.394524;35.35031;34.968323
381;43.85737;43.56869;38.97831;36.392063;35.3485;34.968834
382;43.88033;43.593346;38.79962;36.389835;35.348076;34.969563
383;43.903297;43.619587;38.689415;36.38766;35.344883;34.970505
384;43.926266;43.641094;38.644287;36.38499;35.34051;34.971344
385;43.949234;43.666294;38.745045;36.382805;35.34009;34.971905
386;43.972202;43.691853;38.61174;36.38188;35.34811;34.97281
387;43.99518;43.716488;38.816624;36.383038;35.364056;34.973873
388;44.018154;43.74282;38.78518;36.38549;35.380035;34.975048
389;44.041134;43.76898;38.987537;36.387726;35.398045;34.976234
390;44.064114;43.790157;39.320545;36.3905;35.410324;34.977352
391;44.087093;43.812042;38.76728;36.393497;35.41975;34.97801
392;44.110073;43.8414;38.967884;36.39738;35.427795;34.978638
393;44.133064;43.876385;39.14643;36.40101;35.438694;34.97964
394;44.156067;43.91113;39.320778;36.40265;35.43915;34.980946
395;44.17908;43.94018;39.809772;36.40409;35.435;34.9821
396;44.202103;43.967556;39.594498;36.40452;35.43466;34.982708
397;44.225124;43.99316;39.77521;36.405582;35.4354;34.983406
398;44.24815;44.017635;39.87369;36.407154;35.43679;34.984093
399;44.27118;44.038097;39.7954;36.409264;35.438816;34.984676
400;44.2942;44.054573;39.96914;36.41193;35.43623;34.984867
401;44.317215;44.070515;40.014133;36.416412;35.42934;34.984783
402;44.340225;44.089863;40.09979;36.421394;35.42454;34.98435
403;44.36323;44.108696;40.32349;36.42663;35.420513;34.984074
404;44.38623;44.127754;40.211044;36.433674;35.422867;34.98363
405;44.409225;44.14669;40.052563;36.44115;35.423847;34.983418
406;44.432217;44.16361;40.1764;36.447376;35.41708;34.982956
407;44.4552;44.179787;39.866753;36.45188;35.408367;34.98229
408;44.478176;44.197292;39.729813;36.453472;35.38902;34.9816
409;44.50115;44.218;39.936188;36.45335;35.358757;34.980957
410;44.524117;44.23471;39.9408;36.45394;35.331448;34.98036
411;44.547073;44.2496;40.15485;36.45437;35.29618;34.979397
412;44.57003;44.272476;40.43331;36.454685;35.259876;34.978325
413;44.592983;44.293274;40.481003;36.456486;35.236732;34.977497
414;44.615932;44.31615;40.357403;36.459038;35.215935;34.97683
415;44.638885;44.33868;40.757458;36.46079;35.197376;34.97646
416;44.661835;44.363087;40.81845;36.461796;35.173428;34.976078
417;44.684788;44.387985;40.605476;36.463852;35.16097;34.975857
418;44.707745;44.41297;40.52771;36.4662;35.16146;34.975807
419;44.7307;44.44206;40.212833;36.469646;35.166122;34.976357
420;44.753666;44.465496;40.177692;36.47337;35.173187;34.977104
421;44.77663;44.492264;40.286064;36.475956;35.1814;34.977615
422;44.799603;44.52063;40.477978;36.47878;35.18136;34.978516
423;44.82258;44.544857;40.660206;36.481125;35.180195;34.979202
424;44.845554;44.56765;40.635834;36.483395;35.178764;34.979576
425;44.868526;44.58785;40.50622;36.485607;35.177654;34.979866
426;44.8915;44.605686;40.403183;36.487045;35.17284;34.980003
427;44.914463;44.621918;40.475506;36.48825;35.16203;34.97993
428;44.93742;44.641262;40.49347;36.48846;35.14687;34.979664
429;44.960373;44.659348;40.695683;36.48749;35.134403;34.97948
430;44.983322;44.679882;40.858135;36.486553;35.125343;34.979336
431;45.00627;44.70752;40.72209;36.486004;35.12406;34.97967
432;45.029224;44.737816;40.769985;36.48534;35.124893;34.980556
433;45.05219;44.76781;40.95484;36.485035;35.12486;34.981823
434;45.075157;44.792072;40.79722;36.485603;35.13046;34.982872
435;45.09813;44.817238;40.81003;36.485516;35.1381;34.98377
436;45.121098;44.83425;40.947647;36.48474;35.142746;34.9847
437;45.144062;44.85223;40.870266;36.48472;35.148422;34.98519
