Время. с;Лобовая часть;Обмотка;Зубцы;Зазор;Вал;Корпус
0;35;35;35;35;35;35
1;35.02163;35.023758;35.0105;35.00085;34.998425;35.00007
2;35.044914;35.047215;35.018898;35.00095;34.998688;35.000084
3;35.0682;35.070835;35.027508;35.00111;34.999115;35.00011
4;35.091488;35.0946;35.036312;35.001324;34.999695;35.00015
5;35.114773;35.118504;35.0453;35.00159;35.000435;35.0002
6;35.138058;35.142536;35.05446;35.00191;35.001324;35.000256
7;35.161346;35.16668;35.06377;35.00229;35.00236;35.000324
8;35.184635;35.190933;35.07323;35.002712;35.003544;35.0004
9;35.207924;35.21528;35.082825;35.00319;35.00487;35.000484
10;35.231216;35.239716;35.092545;35.003716;35.006336;35.000576
11;35.25451;35.264233;35.102383;35.00429;35.00794;35.00067
12;35.2778;35.288822;35.112324;35.004913;35.009678;35.00078
13;35.301098;35.313477;35.122368;35.005585;35.011543;35.00089
14;35.324394;35.338196;35.1325;35.0063;35.013542;35.001003
15;35.34769;35.362965;35.142723;35.007065;35.015663;35.001125
16;35.37099;35.387787;35.15302;35.007874;35.01791;35.00125
17;35.394295;35.41265;35.16339;35.008724;35.02028;35.00138
18;35.417595;35.437557;35.173832;35.00962;35.022766;35.001514
19;35.440903;35.462494;35.184334;35.01056;35.025368;35.001656
20;35.46421;35.487465;35.194893;35.01154;35.028084;35.001797
21;35.48752;35.512466;35.205505;35.01256;35.03091;35.001945
22;35.51083;35.537487;35.216167;35.013622;35.033848;35.002094
23;35.53414;35.56253;35.226875;35.014725;35.036892;35.002247
24;35.557453;35.587593;35.237625;35.015865;35.040043;35.0024
25;35.580772;35.612667;35.248413;35.017044;35.043293;35.00256
26;35.604088;35.637756;35.259235;35.01826;35.046646;35.00272
27;35.62741;35.662857;35.270092;35.019516;35.0501;35.002884
28;35.650734;35.687965;35.28098;35.020805;35.05365;35.003048
29;35.674057;35.713078;35.291893;35.02213;35.057293;35.003216
30;35.697384;35.738194;35.30283;35.02349;35.061028;35.003387
31;35.72071;35.763313;35.313793;35.024887;35.064857;35.00356
32;35.74404;35.788433;35.324776;35.026318;35.068775;35.00373
33;35.767372;35.813553;35.33578;35.027782;35.07278;35.003906
34;35.790707;35.838673;35.3468;35.029278;35.07687;35.004086
35;35.81404;35.863785;35.357838;35.030807;35.081047;35.00426
36;35.83738;35.888893;35.36889;35.032368;35.085304;35.00444
37;35.86072;35.913994;35.37995;35.03396;35.089645;35.004623
38;35.884064;35.93909;35.39103;35.035583;35.094063;35.004807
39;35.907406;35.96418;35.402115;35.037235;35.09856;35.00499
40;35.93075;35.989258;35.41321;35.038918;35.10313;35.005173
41;35.9541;36.014328;35.424316;35.04063;35.10778;35.00536
42;35.97745;36.039387;35.435432;35.04237;35.1125;35.005547
43;36.0008;36.064434;35.446552;35.04414;35.11729;35.005737
44;36.024155;36.08947;35.457676;35.045933;35.122154;35.005924
45;36.04751;36.114494;35.468807;35.04776;35.127087;35.006115
46;36.070866;36.139503;35.479946;35.04961;35.132088;35.006306
47;36.094227;36.1645;35.491085;35.051487;35.137154;35.0065
48;36.117584;36.189484;35.502228;35.053387;35.142284;35.00669
49;36.14095;36.214455;35.513374;35.055317;35.147476;35.006886
50;36.16431;36.23941;35.52452;35.05727;35.152737;35.00708
51;36.18768;36.264347;35.53567;35.05925;35.158054;35.007275
52;36.211044;36.289272;35.54682;35.06125;35.163433;35.007473
53;36.234417;36.31418;35.557972;35.06328;35.16887;35.00767
54;36.257786;36.339073;35.569126;35.065327;35.174366;35.007866
55;36.28116;36.36395;35.580276;35.067398;35.179916;35.008064
56;36.304535;36.388805;35.59143;35.069496;35.185524;35.008263
57;36.327908;36.413647;35.60258;35.071613;35.19119;35.008465
58;36.351288;36.438473;35.61373;35.073753;35.196903;35.008663
59;36.374664;36.46328;35.62488;35.075912;35.20267;35.008865
60;36.39805;36.48807;35.63603;35.0781;35.208492;35.009068
61;36.42143;36.512844;35.647175;35.0803;35.21436;35.00927
62;36.444813;36.5376;35.65832;35.082527;35.22028;35.00947
63;36.468197;36.562336;35.669464;35.08477;35.226246;35.009674
64;36.491585;36.58706;35.680603;35.087036;35.23226;35.00988
65;36.514973;36.61176;35.691742;35.089317;35.238323;35.010082
66;36.538364;36.636444;35.702877;35.09162;35.24443;35.01029
67;36.561752;36.661106;35.71401;35.093945;35.25058;35.010494
68;36.585148;36.685753;35.725136;35.096287;35.256775;35.0107
69;36.60854;36.710384;35.736263;35.098648;35.263012;35.010906
70;36.631935;36.734993;35.747387;35.101025;35.269295;35.011112
71;36.65533;36.759586;35.758507;35.10342;35.275616;35.01132
72;36.67873;36.784157;35.769623;35.105835;35.28198;35.011528
73;36.70213;36.808712;35.78074;35.108265;35.28838;35.011738
74;36.72553;36.83325;35.791847;35.11071;35.29482;35.011944
75;36.74893;36.85777;35.802956;35.113174;35.3013;35.012154
76;36.772335;36.882267;35.814056;35.115658;35.307816;35.012363
77;36.79574;36.906746;35.825153;35.118153;35.31437;35.012573
78;36.819145;36.93121;35.83625;35.120667;35.320957;35.012787
79;36.842552;36.95565;35.84734;35.123196;35.327583;35.012997
80;36.86596;36.980076;35.85843;35.12574;35.33424;35.01321
81;36.889366;37.004482;35.86951;35.1283;35.340935;35.01342
82;36.912777;37.02887;35.880592;35.130875;35.34766;35.013634
83;36.936188;37.053238;35.891666;35.133465;35.354416;35.013847
84;36.9596;37.077587;35.902737;35.13607;35.361206;35.01406
85;36.983013;37.101917;35.913803;35.138687;35.36803;35.014275
86;37.006428;37.12623;35.924866;35.14132;35.37488;35.01449
87;37.029842;37.150524;35.935925;35.143967;35.381763;35.0147
88;37.053257;37.174797;35.94698;35.14663;35.388676;35.01492
89;37.076675;37.199055;35.958027;35.149303;35.39562;35.015133
90;37.10009;37.223293;35.969074;35.15199;35.402588;35.01535
91;37.12351;37.247513;35.980114;35.15469;35.409584;35.015568
92;37.14693;37.271713;35.99115;35.157406;35.416607;35.015785
93;37.17035;37.295895;36.002182;35.16013;35.423656;35.016003
94;37.19377;37.32006;36.01321;35.162872;35.430737;35.01622
95;37.217194;37.344204;36.024235;35.165623;35.43784;35.016438
96;37.240616;37.368332;36.03525;35.168385;35.444965;35.01666
97;37.264038;37.39244;36.04627;35.17116;35.452118;35.016876
98;37.287464;37.41653;36.057278;35.17395;35.459293;35.017097
99;37.31089;37.440605;36.068283;35.17675;35.466496;35.017315
100;37.334316;37.464657;36.079285;35.17956;35.47372;35.017536
101;37.357742;37.488693;36.090282;35.182384;35.480965;35.017757
102;37.38117;37.51271;36.101273;35.185215;35.488235;35.01798
103;37.404594;37.53671;36.11226;35.18806;35.495525;35.0182
104;37.428024;37.560688;36.123245;35.190918;35.502834;35.018425
105;37.451454;37.584652;36.13422;35.193783;35.51017;35.018646
106;37.474884;37.608597;36.145195;35.196663;35.51752;35.018867
107;37.498314;37.632523;36.156166;35.19955;35.524895;35.019093
108;37.521744;37.65643;36.16713;35.202446;35.53229;35.019318
109;37.545174;37.68032;36.17809;35.205357;35.539703;35.01954
110;37.568607;37.704193;36.189045;35.208275;35.547134;35.019764
111;37.592037;37.728046;36.199997;35.211205;35.554585;35.01999
112;37.61547;37.751884;36.210945;35.21414;35.562054;35.020214
113;37.638905;37.775703;36.221886;35.21709;35.569542;35.020443
114;37.66234;37.799503;36.232822;35.220047;35.577045;35.020668
115;37.685772;37.823284;36.243755;35.223015;35.584568;35.020897
116;37.709206;37.84705;36.254684;35.22599;35.592106;35.021122
117;37.73264;37.8708;36.265606;35.228977;35.59966;35.02135
118;37.756077;37.894527;36.276527;35.23197;35.60723;35.02158
119;37.77951;37.91824;36.28744;35.234974;35.61482;35.021805
120;37.802948;37.941933;36.29835;35.237988;35.622417;35.022034
121;37.82638;37.96561;36.309258;35.24101;35.630035;35.022266
122;37.84982;37.98927;36.320156;35.244038;35.63767;35.022495
123;37.873253;38.012913;36.33105;35.247078;35.645317;35.022724
124;37.89669;38.036537;36.341946;35.250126;35.652977;35.022957
125;37.920128;38.060143;36.352833;35.25318;35.660652;35.023186
126;37.943565;38.083733;36.363712;35.256245;35.668343;35.02342
127;37.967003;38.107307;36.37459;35.259315;35.676044;35.02365
128;37.99044;38.13086;36.385464;35.262394;35.683758;35.02388
129;38.013878;38.1544;36.39633;35.265484;35.691486;35.024113
130;38.037315;38.177917;36.407196;35.268578;35.69923;35.024345
131;38.060753;38.20142;36.418056;35.271683;35.70698;35.024582
132;38.08419;38.224907;36.42891;35.27479;35.71475;35.024815
133;38.107628;38.248375;36.439762;35.277912;35.722527;35.025047
134;38.131065;38.271828;36.450607;35.281036;35.730316;35.025284
135;38.154503;38.29526;36.46145;35.284172;35.738117;35.025517
136;38.17794;38.31868;36.472282;35.28731;35.74593;35.025753
137;38.201378;38.342083;36.483116;35.29046;35.75375;35.02599
138;38.224815;38.365463;36.493942;35.293613;35.761585;35.026226
139;38.248253;38.388832;36.504765;35.296776;35.76943;35.026463
140;38.27169;38.41218;36.515583;35.299946;35.777283;35.0267
141;38.295128;38.435516;36.526398;35.303123;35.78515;35.026936
142;38.318565;38.45883;36.537205;35.306305;35.793022;35.027176
143;38.342003;38.482132;36.548008;35.309498;35.800907;35.027412
144;38.36544;38.505413;36.55881;35.312695;35.8088;35.027653
145;38.388874;38.52868;36.569603;35.315895;35.816704;35.02789
146;38.41231;38.55193;36.580395;35.319107;35.824615;35.02813
147;38.43575;38.57516;36.591183;35.322323;35.832535;35.02837
148;38.459183;38.598377;36.601963;35.325546;35.840466;35.02861
149;38.48262;38.62158;36.61274;35.328773;35.848404;35.02885
150;38.506058;38.64476;36.623512;35.33201;35.85635;35.029095
151;38.52949;38.667927;36.63428;35.33525;35.864304;35.029335
152;38.552925;38.69108;36.645042;35.3385;35.872265;35.029575
153;38.576363;38.71421;36.6558;35.341755;35.880234;35.02982
154;38.599796;38.73733;36.666553;35.345013;35.888214;35.03006
155;38.62323;38.76043;36.677303;35.34828;35.8962;35.030304
156;38.646664;38.783516;36.68805;35.35155;35.90419;35.03055
157;38.670097;38.806583;36.69879;35.35483;35.912193;35.030792
158;38.693527;38.829636;36.709526;35.358112;35.9202;35.031036
159;38.71696;38.852673;36.720257;35.361404;35.92821;35.03128
160;38.740395;38.875694;36.730984;35.3647;35.936234;35.03153
161;38.763824;38.898697;36.741707;35.368;35.94426;35.031773
162;38.787254;38.921684;36.752422;35.371307;35.952293;35.032017
163;38.810688;38.944656;36.763138;35.37462;35.960335;35.032265
164;38.834118;38.967613;36.773846;35.377937;35.96838;35.032513
165;38.857544;38.99055;36.78455;35.38126;35.976433;35.03276
166;38.880974;39.013477;36.79525;35.384586;35.98449;35.033005
167;38.904404;39.036385;36.805943;35.38792;35.992554;35.033253
168;38.92783;39.059277;36.816635;35.391262;36.000626;35.033504
169;38.95126;39.082153;36.82732;35.394608;36.008698;35.033752
170;38.974686;39.10501;36.838;35.397957;36.01678;35.034
171;38.99811;39.127857;36.84868;35.40131;36.024864;35.034252
172;39.021534;39.150684;36.85935;35.40467;36.032955;35.0345
173;39.04496;39.1735;36.870018;35.408035;36.041054;35.03475
174;39.068386;39.196297;36.88068;35.411407;36.049152;35.035
175;39.09181;39.219078;36.89134;35.41478;36.05726;35.03525
176;39.11523;39.241844;36.901993;35.418163;36.06537;35.035503
177;39.138653;39.264595;36.912643;35.421547;36.073483;35.035755
178;39.16207;39.28733;36.92329;35.42494;36.081604;35.03601
179;39.185493;39.31005;36.93393;35.428333;36.08973;35.036263
180;39.20891;39.332756;36.944565;35.431732;36.097855;35.036514
181;39.23233;39.355442;36.955196;35.435135;36.105988;35.03677
182;39.25575;39.378117;36.965824;35.438545;36.114124;35.03702
183;39.279167;39.400776;36.976448;35.44196;36.122265;35.037277
184;39.30258;39.423416;36.987064;35.445377;36.13041;35.037533
185;39.325996;39.446045;36.997677;35.448803;36.13856;35.03779
186;39.34941;39.468655;37.008286;35.452232;36.146713;35.038044
187;39.372826;39.491253;37.01889;35.45566;36.15487;35.0383
188;39.39624;39.513836;37.02949;35.4591;36.16303;35.038555
189;39.41965;39.5364;37.04009;35.462543;36.17119;35.03881
190;39.44306;39.558952;37.05068;35.46599;36.179356;35.03907
191;39.466473;39.58149;37.061264;35.46944;36.187527;35.039326
192;39.48988;39.604008;37.071846;35.472893;36.195698;35.039585
193;39.513287;39.626514;37.082424;35.476353;36.203876;35.039845
194;39.536694;39.649006;37.093;35.479816;36.212055;35.0401
195;39.5601;39.671482;37.103565;35.483284;36.220238;35.04036
196;39.583508;39.693943;37.114132;35.48676;36.228424;35.04062
197;39.60691;39.71639;37.12469;35.490234;36.23661;35.040882
198;39.630314;39.73882;37.135246;35.493717;36.2448;35.04114
199;39.653713;39.761234;37.145798;35.4972;36.252995;35.0414
200;39.677116;39.783638;37.15634;35.50069;36.261192;35.041664
201;39.700516;39.806023;37.166885;35.504185;36.26939;35.041924
202;39.72391;39.828396;37.17742;35.507683;36.27759;35.042187
203;39.74731;39.850754;37.187954;35.511185;36.285797;35.04245
204;39.770706;39.873096;37.198483;35.51469;36.294003;35.042713
205;39.7941;39.895424;37.209007;35.5182;36.30221;35.042976
206;39.817493;39.917736;37.219524;35.521713;36.31042;35.04324
207;39.840885;39.940033;37.23004;35.525234;36.318634;35.043503
208;39.864277;39.96232;37.24055;35.528755;36.32685;35.043766
209;39.88767;39.98459;37.251057;35.53228;36.335068;35.04403
210;39.911057;40.006844;37.26156;35.535812;36.34329;35.044296
211;39.934444;40.029083;37.272057;35.539345;36.35151;35.044563
212;39.957832;40.051308;37.28255;35.542885;36.359734;35.044827
213;39.981216;40.07352;37.293037;35.546425;36.367958;35.045094
214;40.0046;40.09572;37.30352;35.549973;36.376186;35.04536
215;40.02798;40.1179;37.314;35.55352;36.384415;35.045628
216;40.051365;40.140068;37.324474;35.557076;36.392647;35.045895
217;40.07474;40.162224;37.334946;35.56063;36.40088;35.04616
218;40.09812;40.18436;37.345413;35.564194;36.409115;35.046432
219;40.1215;40.206486;37.355873;35.567757;36.41735;35.0467
220;40.144875;40.2286;37.36633;35.571327;36.425587;35.04697
221;40.168247;40.250694;37.376785;35.574898;36.433826;35.047237
222;40.19162;40.272778;37.387234;35.578476;36.442066;35.04751
223;40.214993;40.294846;37.397675;35.582054;36.450306;35.04778
224;40.23836;40.316902;37.408115;35.58564;36.45855;35.04805
225;40.26173;40.338943;37.41855;35.589226;36.466797;35.04832
226;40.2851;40.36097;37.42898;35.592815;36.47504;35.04859
227;40.308464;40.38298;37.439407;35.596413;36.483288;35.048862
228;40.33183;40.40498;37.44983;35.60001;36.491535;35.049133
229;40.35519;40.426964;37.460247;35.60361;36.499786;35.049408
230;40.37855;40.448933;37.47066;35.607216;36.508038;35.04968
231;40.40191;40.47089;37.481068;35.610825;36.51629;35.049953
232;40.42527;40.492832;37.49147;35.614437;36.52454;35.05023
233;40.448624;40.514763;37.501873;35.618053;36.532795;35.050503
234;40.47198;40.53668;37.512268;35.621674;36.54105;35.050777
235;40.49533;40.55858;37.52266;35.625298;36.549305;35.051052
236;40.518684;40.580467;37.533043;35.62892;36.557564;35.051327
237;40.542034;40.60234;37.543427;35.632553;36.56582;35.0516
238;40.565384;40.6242;37.553802;35.636185;36.574078;35.051876
239;40.58873;40.646046;37.56418;35.639824;36.582336;35.052155
240;40.612076;40.667877;37.574547;35.643463;36.5906;35.05243
241;40.635418;40.689697;37.58491;35.647106;36.598858;35.052708
242;40.65876;40.711502;37.595272;35.650753;36.60712;35.052986
243;40.6821;40.733295;37.605625;35.654404;36.615383;35.053265
244;40.705437;40.755074;37.61598;35.65806;36.623646;35.053543
245;40.728775;40.776836;37.626324;35.661716;36.63191;35.05382
246;40.75211;40.798588;37.63667;35.665375;36.640175;35.0541
247;40.77544;40.820328;37.647007;35.66904;36.648438;35.05438
248;40.79877;40.842052;37.65734;35.672707;36.656704;35.05466
249;40.8221;40.86376;37.667667;35.676376;36.66497;35.05494
250;40.84543;40.88546;37.677994;35.680054;36.673237;35.05522
251;40.868755;40.907143;37.688316;35.68373;36.681503;35.0555
252;40.89208;40.928814;37.69863;35.68741;36.68977;35.055782
253;40.9154;40.950474;37.708942;35.691093;36.69804;35.056065
254;40.93872;40.97212;37.71925;35.694782;36.706306;35.056347
255;40.96204;40.993748;37.729553;35.69847;36.714577;35.05663
256;40.98536;41.015366;37.739853;35.702164;36.722843;35.05691
257;41.00867;41.036972;37.75015;35.70586;36.731113;35.057194
258;41.031986;41.058563;37.760437;35.70956;36.739384;35.05748
259;41.055298;41.08014;37.77072;35.713264;36.747654;35.057762
260;41.078606;41.101704;37.781006;35.716972;36.755924;35.05805
261;41.101913;41.123257;37.791283;35.72068;36.764194;35.05833
262;41.125217;41.1448;37.801556;35.724396;36.772465;35.058617
263;41.14852;41.16632;37.81182;35.72811;36.780735;35.058903
264;41.17182;41.187836;37.822086;35.73183;36.78901;35.05919
265;41.19512;41.209335;37.832348;35.73555;36.79728;35.059475
266;41.21842;41.230824;37.8426;35.739277;36.80555;35.05976
267;41.241714;41.252296;37.85285;35.743008;36.813824;35.06005
268;41.265007;41.273758;37.8631;35.74674;36.822094;35.060337
269;41.2883;41.295204;37.87334;35.750473;36.830368;35.060623
270;41.31159;41.316643;37.88358;35.75421;36.83864;35.060913
271;41.334877;41.338062;37.893814;35.757954;36.846912;35.061203
272;41.358162;41.359474;37.90404;35.761696;36.855183;35.06178
273;41.381443;41.38087;37.91427;35.76544;36.863457;35.06207
274;41.404724;41.402256;37.924488;35.769196;36.871727;35.06236
275;41.428;41.423626;37.934704;35.772945;36.88;35.062653
276;41.45128;41.444984;37.944916;35.776703;36.88827;35.062943
277;41.474556;41.46633;37.955124;35.780464;36.896545;35.063232
278;41.497826;41.487663;37.96533;35.784225;36.90482;35.063526
279;41.5211;41.508984;37.975525;35.78799;36.91309;35.063816
280;41.544365;41.530293;37.98572;35.79176;36.921364;35.06411
281;41.56763;41.55159;37.99591;35.795532;36.929634;35.064404
282;41.590897;41.572872;38.0061;35.799305;36.93791;35.064697
283;41.61416;41.594143;38.01628;35.803085;36.94618;35.06499
284;41.637417;41.615402;38.02646;35.806866;36.95445;35.065285
285;41.660675;41.636646;38.03663;35.81065;36.962723;35.06558
286;41.68393;41.65788;38.0468;35.814434;36.970993;35.065872
287;41.707184;41.6791;38.056965;35.818226;36.979263;35.066166
288;41.730434;41.700306;38.067123;35.822018;36.987537;35.066463
289;41.75368;41.721504;38.077282;35.825813;36.995808;35.066757
290;41.776928;41.742687;38.087433;35.829613;37.004078;35.067055
291;41.80017;41.76386;38.09758;35.833412;37.01235;35.067352
292;41.823414;41.785015;38.107723;35.83722;37.02062;35.06765
293;41.846653;41.806164;38.117863;35.841026;37.02889;35.067947
294;41.86989;41.827297;38.127995;35.844833;37.03716;35.068245
295;41.893124;41.84842;38.138126;35.848648;37.04543;35.068542
296;41.916355;41.86953;38.14825;35.852463;37.0537;35.06884
297;41.939587;41.890625;38.158375;35.856285;37.06197;35.06914
298;41.96281;41.91171;38.16849;35.860104;37.070236;35.06944
299;41.98604;41.932785;38.178604;35.86393;37.078506;35.06974
300;42.009262;41.953846;38.188713;35.86776;37.086773;35.070038
301;42.032482;41.97489;38.19882;35.87159;37.095043;35.07034
302;42.0557;41.99593;38.20892;35.875423;37.10331;35.07064
303;42.078915;42.016956;38.219013;35.879257;37.11158;35.070942
304;42.102127;42.037968;38.229107;35.8831;37.119846;35.071243
305;42.12534;42.058968;38.239193;35.88694;37.128113;35.071545
306;42.148544;42.079956;38.249275;35.890785;37.13638;35.071846
307;42.171753;42.100933;38.259357;35.894634;37.144646;35.072147
308;42.194954;42.1219;38.269432;35.898483;37.152912;35.072453
309;42.218155;42.14285;38.2795;35.902336;37.161175;35.072754
310;42.241356;42.16379;38.289566;35.906193;37.16944;35.07306
311;42.26455;42.18472;38.29963;35.910053;37.177708;35.073364
312;42.287743;42.20564;38.30969;35.913914;37.18597;35.07367
313;42.310936;42.226543;38.31974;35.917778;37.194233;35.073975
314;42.33412;42.247437;38.32979;35.921646;37.202496;35.07428
315;42.357307;42.26832;38.339836;35.925518;37.210762;35.074585
316;42.380493;42.28919;38.349876;35.92939;37.219025;35.07489
317;42.40367;42.310047;38.359913;35.933266;37.227283;35.075195
318;42.42685;42.33089;38.369946;35.937145;37.235546;35.075504
319;42.450027;42.351727;38.37997;35.941025;37.24381;35.07581
320;42.473198;42.37255;38.389996;35.944912;37.252068;35.07612
321;42.49637;42.39336;38.400017;35.9488;37.26033;35.076424
322;42.51954;42.41416;38.41003;35.952686;37.26859;35.076733
323;42.5427;42.434948;38.420044;35.95658;37.276848;35.07704
324;42.565865;42.455723;38.43005;35.960476;37.285107;35.07735
325;42.589024;42.47649;38.440052;35.964375;37.293365;35.07766
326;42.612183;42.497242;38.45005;35.968277;37.301624;35.07797
327;42.635338;42.517986;38.460045;35.97218;37.309883;35.07828
328;42.65849;42.538715;38.470036;35.976086;37.31814;35.07859
329;42.681637;42.559433;38.480022;35.979996;37.326397;35.078903
330;42.704784;42.58014;38.49;35.983906;37.334652;35.079212
331;42.72793;42.600838;38.49998;35.98782;37.342907;35.079525
332;42.751072;42.62152;38.509953;35.991737;37.351162;35.079838
333;42.774208;42.642193;38.51992;35.99566;37.359417;35.080147
334;42.797344;42.662857;38.52989;35.99958;37.367672;35.08046
335;42.820477;42.683506;38.53985;36.003506;37.375923;35.080772
336;42.84361;42.704144;38.549805;36.007435;37.38418;35.08109
337;42.866734;42.724773;38.559757;36.011368;37.39243;35.0814
338;42.88986;42.745388;38.569702;36.0153;37.40068;35.081715
339;42.912983;42.765995;38.579647;36.019238;37.40893;35.08203
340;42.9361;42.786587;38.58959;36.023174;37.417183;35.082344
341;42.959217;42.80717;38.59952;36.02712;37.425434;35.08266
342;42.98233;42.82774;38.609455;36.031063;37.43368;35.082977
343;43.005444;42.8483;38.61938;36.035007;37.441933;35.08329
344;43.02855;42.86885;38.629303;36.03896;37.45018;35.083607
345;43.051655;42.88939;38.63922;36.04291;37.458427;35.083923
346;43.074757;42.909912;38.649136;36.046867;37.466675;35.08424
347;43.09786;42.930428;38.659046;36.050823;37.474922;35.08456
348;43.120953;42.950935;38.668953;36.054783;37.48317;35.084877
349;43.144047;42.971428;38.678856;36.058746;37.491413;35.085194
350;43.167137;42.99191;38.688755;36.062714;37.49966;35.085514
351;43.190228;43.01238;38.698647;36.06668;37.507904;35.08583
352;43.21331;43.03284;38.708538;36.070652;37.516148;35.08615
353;43.236393;43.05329;38.718422;36.074627;37.52439;35.08647
354;43.25947;43.073727;38.728302;36.0786;37.532635;35.086792
355;43.28255;43.094154;38.738182;36.08258;37.540874;35.087112
356;43.305622;43.11457;38.748055;36.086563;37.549118;35.087433
357;43.328693;43.134975;38.757923;36.090546;37.557358;35.087753
358;43.35176;43.155373;38.767788;36.094532;37.565598;35.088074
359;43.374825;43.175755;38.777645;36.098522;37.573837;35.088398
360;43.39789;43.19613;38.787502;36.102516;37.582077;35.08872
361;43.420944;43.216488;38.797356;36.10651;37.590313;35.089043
362;43.444;43.23684;38.8072;36.110508;37.598553;35.089363
363;43.467056;43.25718;38.817047;36.114506;37.60679;35.089687
364;43.490105;43.27751;38.826885;36.118507;37.615025;35.09001
365;43.51315;43.29783;38.836723;36.122513;37.62326;35.090336
366;43.536194;43.31814;38.846554;36.126522;37.631496;35.09066
367;43.559235;43.338432;38.85638;36.13053;37.639732;35.090984
369;43.60531;43.378998;38.876022;36.13856;37.656197;35.09131
370;43.628338;43.39926;38.885838;36.14258;37.66443;35.091633
371;43.651367;43.419514;38.89565;36.1466;37.67266;35.09196
372;43.674393;43.43976;38.905457;36.150623;37.680893;35.092285
373;43.697414;43.45999;38.915257;36.154648;37.689125;35.092613
374;43.720436;43.480217;38.925056;36.158676;37.697353;35.09294
375;43.74345;43.500427;38.93485;36.162704;37.705585;35.093266
376;43.766464;43.52063;38.94464;36.16674;37.713814;35.093594
377;43.789474;43.54082;38.954426;36.170776;37.722042;35.09392
378;43.81248;43.561;38.96421;36.174812;37.730267;35.09425
379;43.835484;43.58117;38.973988;36.178856;37.738495;35.09458
380;43.858486;43.60133;38.98376;36.1829;37.74672;35.09491
381;43.881485;43.62148;38.99353;36.186943;37.754948;35.095238
382;43.904476;43.641617;39.003296;36.190994;37.763172;35.09557
383;43.92747;43.661747;39.013058;36.195045;37.771397;35.095898
384;43.95046;43.68186;39.022816;36.199097;37.779617;35.09623
385;43.973442;43.70197;39.032566;36.203156;37.78784;35.09656
386;43.996426;43.72207;39.042316;36.207214;37.796062;35.09689
387;44.0194;43.742153;39.052063;36.211273;37.804283;35.09722
388;44.042377;43.76223;39.061802;36.21534;37.812504;35.097553
389;44.06535;43.782295;39.07154;36.219406;37.820724;35.097885
390;44.088318;43.802353;39.081272;36.223473;37.828945;35.09822
391;44.111286;43.822395;39.091;36.227547;37.837162;35.098553
392;44.134247;43.84243;39.100727;36.23162;37.845383;35.098885
393;44.157207;43.862457;39.110447;36.235695;37.8536;35.09922
394;44.180164;43.882473;39.120163;36.239773;37.861816;35.099552
395;44.203117;43.902477;39.129875;36.243855;37.87003;35.099888
396;44.226067;43.92247;39.139584;36.24794;37.878246;35.100224
397;44.249012;43.942455;39.14929;36.252026;37.88646;35.10056
398;44.271954;43.96243;39.15899;36.256115;37.894676;35.100895
399;44.294895;43.98239;39.168682;36.26021;37.90289;35.10123
400;44.31783;44.002346;39.178375;36.2643;37.9111;35.101566
401;44.340763;44.02229;39.188065;36.2684;37.91931;35.101902
402;44.363693;44.04222;39.197746;36.272495;37.927525;35.102238
403;44.38662;44.062145;39.207428;36.276596;37.935734;35.102577
404;44.409542;44.082058;39.217102;36.2807;37.943943;35.102913
405;44.432465;44.10196;39.226776;36.284805;37.952152;35.103252
406;44.45538;44.121853;39.236443;36.288914;37.96036;35.103592
407;44.478294;44.14174;39.246105;36.293026;37.968567;35.103928
408;44.5012;44.16161;39.255768;36.29714;37.976776;35.104267
409;44.52411;44.181473;39.265423;36.301254;37.98498;35.104607
410;44.547012;44.20133;39.275074;36.305374;37.993187;35.104946
411;44.569912;44.22117;39.28472;36.309494;38.001392;35.105286
412;44.592808;44.241005;39.294365;36.313618;38.009594;35.10563
413;44.615704;44.260826;39.304005;36.317745;38.0178;35.10597
414;44.63859;44.28064;39.31364;36.321873;38.026;35.10631
415;44.661476;44.300446;39.32327;36.326004;38.034203;35.10665
416;44.68436;44.320236;39.332897;36.330135;38.042404;35.106995
417;44.70724;44.340023;39.34252;36.334274;38.050606;35.107334
418;44.730118;44.359795;39.352142;36.33841;38.058807;35.107677
419;44.75299;44.37956;39.361755;36.342552;38.067005;35.10802
420;44.77586;44.399315;39.37137;36.346695;38.075203;35.108364
421;44.798725;44.41906;39.380974;36.350838;38.0834;35.108707
422;44.821587;44.438793;39.39058;36.35499;38.0916;35.10905
423;44.844444;44.45852;39.400177;36.35914;38.099796;35.109398
424;44.867302;44.478233;39.40977;36.36329;38.10799;35.10974
425;44.890152;44.49794;39.419365;36.367443;38.116184;35.11009
426;44.913002;44.517635;39.42895;36.3716;38.12438;35.11043
427;44.935844;44.537323;39.438534;36.375763;38.132572;35.11078
428;44.958687;44.557;39.448112;36.379925;38.140766;35.111126
429;44.981525;44.576668;39.457687;36.38409;38.148956;35.11147
430;45.00436;44.596325;39.46726;36.388256;38.15715;35.111816
431;45.02719;44.615974;39.476826;36.392426;38.16534;35.112164
432;45.05002;44.635612;39.48639;36.3966;38.17353;35.11251
433;45.07284;44.65524;39.49595;36.400772;38.18172;35.11286
434;45.09566;44.67486;39.505505;36.40495;38.189907;35.11321
435;45.11848;44.69447;39.515057;36.409126;38.198097;35.113556
436;45.141293;44.71407;39.5246;36.413307;38.206284;35.113907
437;45.164104;44.733658;39.534145;36.417492;38.21447;35.114254
